cases_date,cases_Province/State,cases_Country/Region,cases_Lat,cases_Long,cases_case_lat_long_id,deaths,confirmed,recovered,total_observations,country_populations_cca2,country_populations_Country,country_populations_pop2020,country_populations_dropdownData,country_populations_area,country_populations_Density,country_populations_GrowthRate,country_populations_WorldPercentage,country_populations_rank,country_populations_worldPercentage_updated,country_populations_rank_updated,cases_max_date
2020-01-22,Hubei,China,30.9756,112.2707,151,0,0,28,28,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-23,Hubei,China,30.9756,112.2707,151,0,0,28,28,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-23,Guangdong,China,23.3417,113.4244,107,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-24,Hubei,China,30.9756,112.2707,151,0,0,31,31,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-24,Guangdong,China,23.3417,113.4244,107,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-24,Zhejiang,China,29.1832,120.0934,136,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-24,Beijing,China,40.1824,116.4142,299,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-24,Shanghai,China,31.201999999999998,121.4491,155,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-25,Hubei,China,30.9756,112.2707,151,0,0,32,32,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-25,Guangdong,China,23.3417,113.4244,107,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-25,Zhejiang,China,29.1832,120.0934,136,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-25,Jiangsu,China,32.9711,119.455,171,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-25,Beijing,China,40.1824,116.4142,299,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-25,Shanghai,China,31.201999999999998,121.4491,155,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-26,Hubei,China,30.9756,112.2707,151,0,0,42,42,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-26,Guangdong,China,23.3417,113.4244,107,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-26,Zhejiang,China,29.1832,120.0934,136,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-26,Jiangsu,China,32.9711,119.455,171,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-26,Beijing,China,40.1824,116.4142,299,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-26,Shanghai,China,31.201999999999998,121.4491,155,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Hubei,China,30.9756,112.2707,151,0,0,45,45,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Guangdong,China,23.3417,113.4244,107,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Zhejiang,China,29.1832,120.0934,136,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Jiangxi,China,27.614,115.7221,128,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Jiangsu,China,32.9711,119.455,171,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Beijing,China,40.1824,116.4142,299,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-27,Shanghai,China,31.201999999999998,121.4491,155,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Hubei,China,30.9756,112.2707,151,0,0,80,80,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Guangdong,China,23.3417,113.4244,107,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Zhejiang,China,29.1832,120.0934,136,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Jiangxi,China,27.614,115.7221,128,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Jiangsu,China,32.9711,119.455,171,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Beijing,China,40.1824,116.4142,299,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Shanghai,China,31.201999999999998,121.4491,155,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-28,Guangxi,China,23.8298,108.7881,111,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Hubei,China,30.9756,112.2707,151,0,0,88,88,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Guangdong,China,23.3417,113.4244,107,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Henan,China,33.882,113.61399999999999,184,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Zhejiang,China,29.1832,120.0934,136,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Anhui,China,31.8257,117.2264,159,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Jiangxi,China,27.614,115.7221,128,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Shandong,China,36.3427,118.1498,220,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Jiangsu,China,32.9711,119.455,171,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Chongqing,China,30.0572,107.874,143,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Sichuan,China,30.6171,102.7103,148,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Beijing,China,40.1824,116.4142,299,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Shanghai,China,31.201999999999998,121.4491,155,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Guangxi,China,23.8298,108.7881,111,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Guizhou,China,26.8154,106.8748,123,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Shanxi,China,37.5777,112.2922,233,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-29,Liaoning,China,41.2956,122.6085,332,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Hubei,China,30.9756,112.2707,151,0,0,90,90,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Guangdong,China,23.3417,113.4244,107,0,0,10,10,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Henan,China,33.882,113.61399999999999,184,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Zhejiang,China,29.1832,120.0934,136,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Hunan,China,27.6104,111.7088,127,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Anhui,China,31.8257,117.2264,159,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Jiangxi,China,27.614,115.7221,128,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Shandong,China,36.3427,118.1498,220,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Jiangsu,China,32.9711,119.455,171,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Chongqing,China,30.0572,107.874,143,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Sichuan,China,30.6171,102.7103,148,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Beijing,China,40.1824,116.4142,299,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Shanghai,China,31.201999999999998,121.4491,155,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Guangxi,China,23.8298,108.7881,111,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Hainan,China,19.1959,109.7453,97,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Guizhou,China,26.8154,106.8748,123,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Shanxi,China,37.5777,112.2922,233,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Liaoning,China,41.2956,122.6085,332,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-30,Jilin,China,43.6661,126.1923,383,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Hubei,China,30.9756,112.2707,151,0,0,141,141,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Guangdong,China,23.3417,113.4244,107,0,0,11,11,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Henan,China,33.882,113.61399999999999,184,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Zhejiang,China,29.1832,120.0934,136,0,0,14,14,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Hunan,China,27.6104,111.7088,127,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Anhui,China,31.8257,117.2264,159,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Jiangxi,China,27.614,115.7221,128,0,0,7,7,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Shandong,China,36.3427,118.1498,220,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Jiangsu,China,32.9711,119.455,171,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Chongqing,China,30.0572,107.874,143,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Sichuan,China,30.6171,102.7103,148,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Beijing,China,40.1824,116.4142,299,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Shanghai,China,31.201999999999998,121.4491,155,0,0,9,9,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Guangxi,China,23.8298,108.7881,111,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Yunnan,China,24.974,101.48700000000001,114,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Hainan,China,19.1959,109.7453,97,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Guizhou,China,26.8154,106.8748,123,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Shanxi,China,37.5777,112.2922,233,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Liaoning,China,41.2956,122.6085,332,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Jilin,China,43.6661,126.1923,383,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-01-31,Inner Mongolia,China,44.0935,113.9448,394,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Hubei,China,30.9756,112.2707,151,0,0,168,168,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Guangdong,China,23.3417,113.4244,107,0,0,14,14,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Henan,China,33.882,113.61399999999999,184,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Zhejiang,China,29.1832,120.0934,136,0,0,21,21,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Hunan,China,27.6104,111.7088,127,0,0,8,8,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Anhui,China,31.8257,117.2264,159,0,0,5,5,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Jiangxi,China,27.614,115.7221,128,0,0,9,9,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Shandong,China,36.3427,118.1498,220,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Jiangsu,China,32.9711,119.455,171,0,0,6,6,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Chongqing,China,30.0572,107.874,143,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Sichuan,China,30.6171,102.7103,148,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Heilongjiang,China,47.861999999999995,127.7615,435,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Beijing,China,40.1824,116.4142,299,0,0,9,9,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Shanghai,China,31.201999999999998,121.4491,155,0,0,10,10,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Guangxi,China,23.8298,108.7881,111,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Yunnan,China,24.974,101.48700000000001,114,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Hainan,China,19.1959,109.7453,97,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Guizhou,China,26.8154,106.8748,123,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Shanxi,China,37.5777,112.2922,233,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Liaoning,China,41.2956,122.6085,332,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Jilin,China,43.6661,126.1923,383,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-01,Inner Mongolia,China,44.0935,113.9448,394,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Hubei,China,30.9756,112.2707,151,0,0,295,295,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Guangdong,China,23.3417,113.4244,107,0,0,15,15,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Henan,China,33.882,113.61399999999999,184,0,0,10,10,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Zhejiang,China,29.1832,120.0934,136,0,0,32,32,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Hunan,China,27.6104,111.7088,127,0,0,16,16,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Anhui,China,31.8257,117.2264,159,0,0,7,7,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Jiangxi,China,27.614,115.7221,128,0,0,12,12,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Shandong,China,36.3427,118.1498,220,0,0,6,6,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Jiangsu,China,32.9711,119.455,171,0,0,7,7,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Chongqing,China,30.0572,107.874,143,0,0,7,7,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Sichuan,China,30.6171,102.7103,148,0,0,11,11,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Heilongjiang,China,47.861999999999995,127.7615,435,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Beijing,China,40.1824,116.4142,299,0,0,9,9,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Shanghai,China,31.201999999999998,121.4491,155,0,0,10,10,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Hebei,China,39.549,116.1306,279,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Guangxi,China,23.8298,108.7881,111,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Yunnan,China,24.974,101.48700000000001,114,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Hainan,China,19.1959,109.7453,97,0,0,4,4,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Guizhou,China,26.8154,106.8748,123,0,0,2,2,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Tianjin,China,39.3054,117.323,274,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Shanxi,China,37.5777,112.2922,233,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Gansu,China,37.8099,101.0583,240,0,0,3,3,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Liaoning,China,41.2956,122.6085,332,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Jilin,China,43.6661,126.1923,383,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-02,Inner Mongolia,China,44.0935,113.9448,394,0,0,1,1,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Hubei,China,30.9756,112.2707,151,0,0,386,386,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Guangdong,China,23.3417,113.4244,107,0,0,21,21,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Henan,China,33.882,113.61399999999999,184,0,0,16,16,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Zhejiang,China,29.1832,120.0934,136,0,0,43,43,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Hunan,China,27.6104,111.7088,127,0,0,22,22,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Anhui,China,31.8257,117.2264,159,0,0,14,14,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Jiangxi,China,27.614,115.7221,128,0,0,18,18,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Shandong,China,36.3427,118.1498,220,0,0,7,7,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Jiangsu,China,32.9711,119.455,171,0,0,8,8,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
2020-02-03,Chongqing,China,30.0572,107.874,143,0,0,9,9,CN,China,1439323.7759999998,missing,9706961.0,148.2775,1.0039,0.1847,1,0.18465661493024282,1,2020-03-20
